category,category_inch,frame_size,weight (lbs),engine,engine_position,engine_power,mph,battery_type,battery_chara_Wh,battery_chara_Ah,battery_chara_V,battery_position,Gearshift,Gears,Gearshift_Brand,Brakes_Type,Brakes_Model,Suspension_front_rear,Suspension_brand,Suspension_model,Permissible_max_weight_lbs,Lighting,Rack,Fenders,Company_Name,Price,Model_year,Frame_type,ebike_type
,28,,,broseDriveSMag,midengine,250,20,Lithium-IonenAkku,750,21,36,underpipe,derailleur,12,ShimanoXT,"['Hydraulische', 'Scheibenbremsen']",,Yes/Yes,SRSuntour,"Raidon34LO-R,100mm",-,No,No,No,Rotwild,7703,2021,unisex,Pedelec
,28,,,broseDriveSMag,midengine,250,20,Lithium-IonenAkku,750,21,36,underpipe,derailleur,12,ShimanoXT,"['Hydraulische', 'Scheibenbremsen']",,Yes/No,SRSuntour,"Raidon34LO-R,100mm",-,No,Yes,No,Rotwild,6603,2021,unisex,Pedelec
MountainBike/ATB,29,,,broseDriveSMag,midengine,250,20,Lithium-IonenAkku,750,21,36,underpipe,Schaltung,12,SHIMANOXTI-SPECEV,"['Hydraulische', 'Scheibenbremsen']",,Yes/No,DTSwiss,F535ONE140MM,-,No,No,No,Rotwild,6603,2021,unisex,Pedelec
MountainBike/ATB,29,,,broseDriveSMag,midengine,250,20,Lithium-IonenAkku,750,21,36,underpipe,Schaltung,12,SHIMANOXTRI-SPECEV,"['Hydraulische', 'Scheibenbremsen']",,Yes/Yes,DTSwiss,F535ONE140MM,-,No,No,No,Rotwild,11005,2021,unisex,Pedelec
MountainBike/ATB,28,,,broseDriveSMag,midengine,250,20,Lithium-IonenAkku,750,21,36,underpipe,Schaltung,,SHIMANOXTI-SPECEV,"['Hydraulische', 'Scheibenbremsen']",,Yes/No,FOX,36FloatPerformanceElite,-,No,No,No,Rotwild,7153,2021,male,Pedelec
,28,,,broseDriveSMag,midengine,250,20,Lithium-IonenAkku,750,21,36,underpipe,Schaltung,12,SHIMANOXTRI-SPECEV,"['Hydraulische', 'Scheibenbremsen']",,Yes/Yes,FOX,FOX36FLOATFACTORYKASHIMA150MM/FIT43-POSADJUST/E-BIKE+/OD-CROWN,-,No,No,No,Rotwild,12656,2021,unisex,Pedelec
MountainBike/ATB,28,,,broseDriveSMag,midengine,250,20,Lithium-IonenAkku,750,21,36,underpipe,Schaltung,,SHIMANOXTI-SPECEV,"['Hydraulische', 'Scheibenbremsen']",,Yes/Yes,FOX,36FLOATPERFORMANCE150MM/FITGRIP/3-POS/MICROADJUST/E-BIKE+/OD-CROWN,-,No,No,No,Rotwild,7703,2021,unisex,Pedelec
MountainBike/ATB,28,,,broseDriveSMag,midengine,250,20,Lithium-IonenAkku,750,21,36,underpipe,Schaltung,12,SHIMANOXTI-SPECEV,"['Hydraulische', 'Scheibenbremsen']",,Yes/Yes,FOX,36FLOATPERFORMANCE150MM/FITGRIP/3-POS/MICROADJUST/E-BIKE+/OD-CROWN,-,No,No,No,Rotwild,9354,2021,unisex,Pedelec
,28,,,broseDriveSMag,midengine,250,20,Lithium-IonenAkku,750,21,36,underpipe,Schaltung,,SHIMANOXTI-SPECEV,"['Hydraulische', 'Scheibenbremsen']",,Yes/Yes,FOX,36FLOATPERFORMANCE150MM/FITGRIP/3-POS/MICROADJUST/E-BIKE+/OD-CROWN,-,No,No,No,Rotwild,7703,2021,unisex,Pedelec
MountainBike/ATB,28,,,broseDriveSMag,midengine,250,20,Lithium-IonenAkku,750,21,36,underpipe,Schaltung,,SHIMANOXTI-SPECEV,"['Hydraulische', 'Scheibenbremsen']",,Yes/Yes,FOX,FOX38FLOATPERFORMANCE170MM/FITGRIP/3-POSMICROADJUST/E-BIKE+/OD-CROWN,-,No,No,No,Rotwild,9905,2021,unisex,Pedelec
,28,,,broseDriveSMag,midengine,250,20,Lithium-IonenAkku,750,21,36,underpipe,Schaltung,,SHIMANOXTI-SPECEV,"['Hydraulische', 'Scheibenbremsen']",,Yes/Yes,FOX,FOX38FLOATPERFORMANCE170MM/FITGRIP/3-POSMICROADJUST/E-BIKE+/OD-CROWN,-,No,No,No,Rotwild,8254,2021,unisex,Pedelec
MountainBike/ATB,28,,,broseDriveSMag,midengine,250,20,Lithium-IonenAkku,750,21,36,underpipe,Schaltung,,SHIMANOXTI-SPECEV,"['Hydraulische', 'Scheibenbremsen']",,Yes/Yes,DTSwiss,F535ONE140MM,-,No,No,No,Rotwild,7703,2021,unisex,Pedelec
,28,,,broseDriveSMag,midengine,250,20,Lithium-IonenAkku,750,21,36,underpipe,Schaltung,12,SHIMANOXTI-SPECEV,"['Hydraulische', 'Scheibenbremsen']",,Yes/Yes,DTSwiss,F535ONE140MM,-,No,No,No,Rotwild,8804,2021,unisex,Pedelec
MountainBike/ATB,29,"MD,LA,XL",,broseDriveSMag,midengine,250,20,Lithium-IonenAkku,720,15,36,underpipe,derailleur,12,ShimanoXT12sp,"['Hydraulische', 'Scheibenbremsen']",ShimanoXT4Piston203mm|ShimanoXT4Piston203mm,Yes/Yes,,,364,No,No,No,BH Bikes,8805,2021,unisex,Pedelec
MountainBike/ATB,29,"MD,LA,XL",,broseDriveSMag,midengine,250,20,Lithium-IonenAkku,720,15,36,underpipe,derailleur,12,ShimanoXT12sp,"['Hydraulische', 'Scheibenbremsen']",ShimanoXT4Piston203mm|ShimanoXT4Piston203mm,Yes/Yes,,,364,No,No,No,BH Bikes,8805,2021,unisex,Pedelec
,29,,,broseDriveSMag,midengine,250,20,Lithium-IonenAkku,720,15,36,underpipe,derailleur,12,ShimanoXT12sp,"['Hydraulische', 'Scheibenbremsen']",ShimanoXT4Piston203mm|ShimanoXT4Piston203mm,Yes/Yes,,,364,No,No,No,BH Bikes,7704,2021,unisex,Pedelec
MountainBike/ATB,29,"MD,LA,XL",,broseDriveSMag,midengine,250,20,Lithium-IonenAkku,720,15,36,underpipe,derailleur,12,ShimanoXT12sp,"['Hydraulische', 'Scheibenbremsen']",ShimanoXT4Piston203mm|ShimanoXT4Piston203mm,Yes/Yes,,,364,No,No,No,BH Bikes,8805,2021,unisex,Pedelec
MountainBike/ATB,29,"MD,LA,XL",,broseDriveSMag,midengine,250,20,Lithium-IonenAkku,720,15,36,underpipe,derailleur,12,ShimanoXT12sp,"['Hydraulische', 'Scheibenbremsen']",ShimanoXT4Piston203mm|ShimanoXT4Piston203mm,Yes/Yes,,,364,No,No,No,BH Bikes,8805,2021,unisex,Pedelec
,29,,,broseDriveSMag,midengine,250,20,Lithium-IonenAkku,720,15,36,underpipe,derailleur,12,ShimanoXT12sp,"['Hydraulische', 'Scheibenbremsen']",ShimanoXT4Piston203mm|ShimanoXT4Piston203mm,Yes/Yes,,,364,No,No,No,BH Bikes,7704,2021,unisex,Pedelec
MountainBike/ATB,29,"MD,LA,XL",,broseDriveSMag,midengine,250,20,Lithium-IonenAkku,720,15,36,underpipe,derailleur,12,ShimanoXT12sp,"['Hydraulische', 'Scheibenbremsen']",ShimanoXT4Piston203mm|ShimanoXT4Piston203mm,Yes/Yes,,,364,No,No,No,BH Bikes,8805,2021,unisex,Pedelec
MountainBike/ATB,29,"MD,LA,XL",,broseDriveSMag,midengine,250,20,Lithium-IonenAkku,720,15,36,underpipe,derailleur,12,ShimanoXT12sp,"['Hydraulische', 'Scheibenbremsen']",ShimanoXT4Piston203mm|ShimanoXT4Piston203mm,Yes/Yes,,,364,No,No,No,BH Bikes,7704,2021,unisex,Pedelec
MountainBike/ATB,29,"MD,LA,XL",,broseDriveSMag,midengine,250,20,Lithium-IonenAkku,720,15,36,underpipe,derailleur,12,ShimanoXT12sp,"['Hydraulische', 'Scheibenbremsen']",ShimanoXT4Piston203mm|ShimanoXT4Piston203mm,Yes/Yes,,,364,No,No,No,BH Bikes,7704,2021,unisex,Pedelec
MountainBike/ATB,29,"MD,LA,XL",,broseDriveSMag,midengine,250,20,Lithium-IonenAkku,720,15,36,underpipe,derailleur,12,ShimanoXT12sp,"['Hydraulische', 'Scheibenbremsen']",ShimanoXT4Piston203mm|ShimanoXT4Piston203mm,Yes/Yes,,,364,No,No,No,BH Bikes,7704,2021,unisex,Pedelec
MountainBike/ATB,29,"MD,LA,XL",,broseDriveSMag,midengine,250,20,Lithium-IonenAkku,720,15,36,underpipe,derailleur,12,ShimanoXT12sp,"['Hydraulische', 'Scheibenbremsen']",ShimanoMT5204Piston203mm|ShimanoMT5204Piston203mm,Yes/Yes,,,364,No,No,No,BH Bikes,7044,2021,unisex,Pedelec
,29,,,broseDriveSMag,midengine,250,20,Lithium-IonenAkku,720,15,36,underpipe,derailleur,12,ShimanoXT12sp,"['Hydraulische', 'Scheibenbremsen']",ShimanoMT5204Piston203mm|ShimanoMT5204Piston203mm,Yes/Yes,,,364,No,No,No,BH Bikes,7044,2021,unisex,Pedelec
,29,,,broseDriveSMag,midengine,250,20,Lithium-IonenAkku,720,15,36,underpipe,derailleur,12,ShimanoXT12sp,"['Hydraulische', 'Scheibenbremsen']",ShimanoMT5204Piston203mm|ShimanoMT5204Piston203mm,Yes/Yes,,,364,No,No,No,BH Bikes,7044,2021,unisex,Pedelec
MountainBike/ATB,29,"MD,LA,XL",,broseDriveSMag,midengine,250,20,Lithium-IonenAkku,720,15,36,underpipe,derailleur,12,ShimanoXT12sp,"['Hydraulische', 'Scheibenbremsen']",ShimanoMT5204Piston203mm|ShimanoMT5204Piston203mm,Yes/Yes,,,364,No,No,No,BH Bikes,7044,2021,unisex,Pedelec
,29,,,broseDriveSMag,midengine,250,20,Lithium-IonenAkku,720,15,36,underpipe,derailleur,12,ShimanoXT12sp,"['Hydraulische', 'Scheibenbremsen']",ShimanoMT5204Piston203mm|ShimanoMT5204Piston203mm,Yes/Yes,,,364,No,No,No,BH Bikes,7044,2021,unisex,Pedelec
MountainBike/ATB,29,"MD,LA,XL",,broseDriveSMag,midengine,250,20,Lithium-IonenAkku,720,15,36,underpipe,derailleur,12,ShimanoXT12sp,"['Hydraulische', 'Scheibenbremsen']",ShimanoXT4Piston203mm|ShimanoXT4Piston203mm,Yes/Yes,,,364,No,No,No,BH Bikes,7704,2021,unisex,Pedelec
MountainBike/ATB,29,"MD,LA,XL",,broseDriveSMag,midengine,250,20,Lithium-IonenAkku,720,15,36,underpipe,derailleur,12,ShimanoXT12sp,"['Hydraulische', 'Scheibenbremsen']",ShimanoSLX4piston203mm|ShimanoSLX4piston203mm,Yes/Yes,,,364,No,No,No,BH Bikes,6934,2021,unisex,Pedelec
,29,,,broseDriveSMag,midengine,250,20,Lithium-IonenAkku,720,15,36,underpipe,derailleur,12,ShimanoXT12sp,"['Hydraulische', 'Scheibenbremsen']",ShimanoSLX4piston203mm|ShimanoSLX4piston203mm,Yes/Yes,,,364,No,No,No,BH Bikes,6934,2021,unisex,Pedelec
MountainBike/ATB,29,"MD,LA,XL",,broseDriveSMag,midengine,250,20,Lithium-IonenAkku,720,15,36,underpipe,derailleur,12,ShimanoXT12sp,"['Hydraulische', 'Scheibenbremsen']",ShimanoSLX4piston203mm|ShimanoSLX4piston203mm,Yes/Yes,,,364,No,No,No,BH Bikes,6934,2021,unisex,Pedelec
MountainBike/ATB,29,"MD,LA,XL",,broseDriveSMag,midengine,250,20,Lithium-IonenAkku,720,15,36,underpipe,derailleur,12,ShimanoXT12sp,"['Hydraulische', 'Scheibenbremsen']",ShimanoSLX4piston203mm|ShimanoSLX4piston203mm,Yes/Yes,,,364,No,No,No,BH Bikes,6934,2021,unisex,Pedelec
MountainBike/ATB,29,"MD,LA,XL",,broseDriveSMag,midengine,250,20,Lithium-IonenAkku,720,15,36,underpipe,derailleur,12,ShimanoXT12sp,"['Hydraulische', 'Scheibenbremsen']",ShimanoSLX4piston203mm|ShimanoSLX4piston203mm,Yes/Yes,,,364,No,No,No,BH Bikes,6934,2021,unisex,Pedelec
MountainBike/ATB,29,"MD,LA,XL",,broseDriveSMag,midengine,250,20,Lithium-IonenAkku,720,15,36,underpipe,derailleur,12,ShimanoXT12sp,"['Hydraulische', 'Scheibenbremsen']",ShimanoXT4Piston203mm|ShimanoXT4Piston203mm,Yes/Yes,,,364,No,No,No,BH Bikes,7704,2021,unisex,Pedelec
,29,,,broseDriveSMag,midengine,250,20,Lithium-IonenAkku,720,15,36,underpipe,derailleur,12,ShimanoXT12sp,"['Hydraulische', 'Scheibenbremsen']",ShimanoXT4Piston203mm|ShimanoXT4Piston203mm,Yes/Yes,,,364,No,No,No,BH Bikes,7704,2021,unisex,Pedelec
MountainBike/ATB,29,"MD,LA,XL",,broseDriveSMag,midengine,250,20,Lithium-IonenAkku,720,15,36,underpipe,derailleur,12,ShimanoXT12sp,"['Hydraulische', 'Scheibenbremsen']",ShimanoSLX4piston203mm|ShimanoSLX4piston203mm,Yes/Yes,,,364,No,No,No,BH Bikes,6934,2021,unisex,Pedelec
MountainBike/ATB,29,"MD,LA,XL",,broseDriveSMag,midengine,250,20,Lithium-IonenAkku,720,15,36,underpipe,derailleur,12,ShimanoXT12sp,"['Hydraulische', 'Scheibenbremsen']",ShimanoXT4Piston203mm|ShimanoXT4Piston203mm,Yes/Yes,,,364,No,No,No,BH Bikes,7704,2021,unisex,Pedelec
,29,,,broseDriveSMag,midengine,250,20,Lithium-IonenAkku,720,15,36,underpipe,derailleur,11,ShimanoDeore11sp,"['Hydraulische', 'Scheibenbremsen']",ShimanoMT4204Piston203mm|ShimanoMT4204Piston203mm,Yes/Yes,RockShox,ReconRL140mm15QR,364,No,No,No,BH Bikes,5283,2021,unisex,Pedelec
,29,,,broseDriveSMag,midengine,250,20,Lithium-IonenAkku,720,15,36,underpipe,derailleur,12,ShimanoXT12sp,"['Hydraulische', 'Scheibenbremsen']",ShimanoMT4204Piston203mm|ShimanoMT4204Piston203mm,Yes/Yes,RockShox,ReconRL140mm15QR,364,No,No,No,BH Bikes,5943,2021,unisex,Pedelec
MountainBike/ATB,29,"SM,MD,LA,XL",,broseDriveSMag,midengine,250,20,Lithium-IonenAkku,720,15,36,underpipe,derailleur,12,ShimanoXT12sp,"['Hydraulische', 'Scheibenbremsen']",ShimanoMT4204Piston203mm|ShimanoMT4204Piston203mm,Yes/Yes,RockShox,ReconRL140mm15QR,364,No,No,No,BH Bikes,5943,2021,unisex,Pedelec
,29,,,broseDriveSMag,midengine,250,20,Lithium-IonenAkku,720,15,36,underpipe,derailleur,12,ShimanoDeore12sp,"['Hydraulische', 'Scheibenbremsen']",ShimanoMT4204Piston203mm|ShimanoMT4204Piston203mm,Yes/No,,,364,No,No,No,BH Bikes,4402,2021,unisex,Pedelec
,29,,,broseDriveSMag,midengine,250,20,Lithium-IonenAkku,720,15,36,underpipe,derailleur,12,ShimanoXT12sp,"['Hydraulische', 'Scheibenbremsen']",ShimanoXT4Piston203mm|ShimanoXT4Piston203mm,Yes/Yes,,,364,Yes,Yes,Yes,BH Bikes,5613,2021,unisex,Pedelec
,29,,,broseDriveSMag,midengine,250,20,Lithium-IonenAkku,720,15,36,underpipe,derailleur,11,ShimanoDeore11sp,"['Hydraulische', 'Scheibenbremsen']",ShimanoMT4204Piston203mm|ShimanoMT4204Piston203mm,Yes/No,,,364,Yes,Yes,Yes,BH Bikes,4623,2021,unisex,Pedelec
MountainBike/ATB,29,"MD,LA,XL",,broseDriveSMag,midengine,250,20,Lithium-IonenAkku,720,15,36,underpipe,derailleur,12,ShimanoXT12sp,"['Hydraulische', 'Scheibenbremsen']",ShimanoXT4Piston203mm|ShimanoXT4Piston203mm,Yes/Yes,,,364,No,No,No,BH Bikes,6824,2021,unisex,Pedelec
MountainBike/ATB,29,"MD,LA,XL",,broseDriveSMag,midengine,250,20,Lithium-IonenAkku,720,15,36,underpipe,derailleur,12,ShimanoXT12sp,"['Hydraulische', 'Scheibenbremsen']",ShimanoMT5204Piston203mm|ShimanoMT5204Piston203mm,Yes/Yes,,,364,No,No,No,BH Bikes,6274,2021,unisex,Pedelec
,29,,,broseDriveSMag,midengine,250,20,Lithium-IonenAkku,720,15,36,underpipe,derailleur,11,ShimanoDeore11sp,"['Hydraulische', 'Scheibenbremsen']",ShimanoMT201180mm|ShimanoMT201180mm,Yes/No,,,364,No,No,No,BH Bikes,3412,2021,unisex,Pedelec
,29,,,broseDriveCMag,midengine,250,20,Lithium-IonenAkku,720,15,36,underpipe,derailleur,10,ShimanoDeore10sp,"['Hydraulische', 'Scheibenbremsen']",ShimanoMT200180mm|ShimanoMT200180mm,Yes/No,,,364,No,No,No,BH Bikes,3412,2021,unisex,Pedelec
MountainBike/ATB,29,"SM,MD,LA",,broseDriveCMag,midengine,250,20,Lithium-IonenAkku,720,15,36,underpipe,derailleur,10,ShimanoDeore10sp,"['Hydraulische', 'Scheibenbremsen']",ShimanoMT200180mm|ShimanoMT200180mm,Yes/No,,,364,No,No,No,BH Bikes,3412,2021,unisex,Pedelec
,29,,,broseDriveCMag,midengine,250,20,Lithium-IonenAkku,720,15,36,underpipe,derailleur,8,ShimanoNexus8sp,"['Hydraulische', 'Scheibenbremsen']",ShimanoMT200180mm|ShimanoMT200180mm,Yes/No,,,-,Yes,Yes,Yes,BH Bikes,3852,2021,unisex,Pedelec
,29,,,broseDriveSMag,midengine,250,20,Lithium-IonenAkku,720,15,36,underpipe,derailleur,11,ShimanoDeore11sp,"['Hydraulische', 'Scheibenbremsen']",ShimanoMT4204Piston203mm|ShimanoMT4204Piston203mm,Yes/No,,,364,Yes,Yes,Yes,BH Bikes,4072,2021,unisex,Pedelec
City/Urban,28,"MD,LA",,broseDriveSMag,midengine,250,20,Lithium-IonenAkku,720,15,36,underpipe,derailleur,12,ShimanoXT12sp,"['Hydraulische', 'Scheibenbremsen']",ShimanoXT4Piston203mm|ShimanoXT4Piston203mm,Yes/No,,,364,Yes,Yes,Yes,BH Bikes,4513,2021,unisex,Pedelec
City/Urban,28,"MD,LA",,broseDriveCMag,midengine,250,20,Lithium-IonenAkku,720,15,36,underpipe,derailleur,11,ShimanoDeore11sp,"['Hydraulische', 'Scheibenbremsen']",ShimanoMT200180mm|ShimanoMT200180mm,Yes/No,,,364,Yes,Yes,Yes,BH Bikes,3742,2021,unisex,Pedelec
City/Urban,28,"MD,LA,SM",,broseDriveCMag,midengine,250,20,Lithium-IonenAkku,720,15,36,underpipe,derailleur,9,ShimanoAlivio9sp,"['Hydraulische', 'Scheibenbremsen']",ShimanoMT200180mm|ShimanoMT200180mm,Yes/No,,,364,No,No,No,BH Bikes,3302,2021,unisex,Pedelec
City/Urban,28,"MD,LA,SM",,broseDriveSMag,midengine,250,20,Lithium-IonenAkku,720,15,36,underpipe,derailleur,11,ShimanoDeore11sp,"['Hydraulische', 'Scheibenbremsen']",ShimanoMT4204Piston203mm|ShimanoMT4204Piston203mm,Yes/No,,,364,Yes,Yes,Yes,BH Bikes,4072,2021,unisex,Pedelec
,28,,,broseDriveCMag,midengine,250,20,Lithium-IonenAkku,720,15,36,underpipe,derailleur,9,ShimanoAlivio9sp,"['Hydraulische', 'Scheibenbremsen']",ShimanoMT200180mm|ShimanoMT200180mm,Yes/No,,,364,No,No,No,BH Bikes,3302,2021,unisex,Pedelec
MountainBike/ATB,29,"S,M,L,XL",55,broseDriveSMag,midengine,250,20,Lithium-IonenAkku,625,16,36,underpipe,derailleur,12,SRAMX0Eagle12x,"['Hydraulische', 'Scheibenbremsen']",MaguraMT7HC,Yes/Yes,FOX,40FloatFactory200mm,287,No,No,No,NOX CYCLES,8034,2021,unisex,Pedelec
,29,,,broseDriveSMag,midengine,250,20,Lithium-IonenAkku,625,16,36,underpipe,derailleur,12,SRAMX0Eagle12x,"['Hydraulische', 'Scheibenbremsen']",MaguraMT7HC,Yes/Yes,FOX,40FloatFactory200mm,287,No,No,No,NOX CYCLES,8034,2021,unisex,Pedelec
MountainBike/ATB,29,"S,M,L,XL",55,broseDriveSMag,midengine,250,20,Lithium-IonenAkku,625,16,36,underpipe,derailleur,12,SRAMX0Eagle12x,"['Hydraulische', 'Scheibenbremsen']",MaguraMT7HC,Yes/Yes,FOX,40FloatFactory200mm,287,No,No,No,NOX CYCLES,8034,2021,unisex,Pedelec
MountainBike/ATB,29,"S,M,L,XL",55,broseDriveSMag,midengine,250,20,Lithium-IonenAkku,625,16,36,underpipe,derailleur,12,SRAMGXEagle12x,"['Hydraulische', 'Scheibenbremsen']",MaguraMT5HC,Yes/Yes,RockShox,ZEBSelectRC180,287,No,No,No,NOX CYCLES,6603,2021,unisex,Pedelec
MountainBike/ATB,29,"S,M,L,XL",55,broseDriveSMag,midengine,250,20,Lithium-IonenAkku,625,16,36,underpipe,derailleur,12,SRAMGXEagle12x,"['Hydraulische', 'Scheibenbremsen']",MaguraMT5HC,Yes/Yes,RockShox,ZEBSelectRC180,287,No,No,No,NOX CYCLES,6603,2021,unisex,Pedelec
MountainBike/ATB,29,"S,M,L,XL",55,broseDriveSMag,midengine,250,20,Lithium-IonenAkku,625,16,36,underpipe,derailleur,12,SRAMGXEagle12x,"['Hydraulische', 'Scheibenbremsen']",MaguraMT5HC,Yes/Yes,RockShox,ZEBSelectRC180,287,No,No,No,NOX CYCLES,6603,2021,unisex,Pedelec
City/Urban,28,"MD,LA",,broseDriveCMag,midengine,250,20,Lithium-IonenAkku,720,15,36,underpipe,derailleur,9,ShimanoAlivio9sp,"['Hydraulische', 'Scheibenbremsen']",ShimanoMT200180mm|ShimanoMT200180mm,Yes/No,,,-,Yes,Yes,Yes,BH Bikes,3302,2021,unisex,Pedelec
,28,,,broseDriveSMag,midengine,250,20,Lithium-IonenAkku,720,15,36,underpipe,derailleur,11,ShimanoDeore11sp,"['Hydraulische', 'Scheibenbremsen']",ShimanoMT200180mm|ShimanoMT200180mm,Yes/No,,,-,Yes,Yes,Yes,BH Bikes,3852,2021,unisex,Pedelec
,28,,,broseDriveCMag,midengine,250,20,Lithium-IonenAkku,720,15,36,underpipe,derailleur,9,ShimanoAlivio9sp,"['Hydraulische', 'Scheibenbremsen']",ShimanoMT200180mm|ShimanoMT200180mm,Yes/No,,,-,Yes,Yes,Yes,BH Bikes,3302,2021,unisex,Pedelec
,28,,,broseDriveSMag,midengine,250,20,Lithium-IonenAkku,625,16,36,underpipe,derailleur,12,SRAMGXEagle12x,"['Hydraulische', 'Scheibenbremsen']",MaguraMT5HC,Yes/Yes,RockShox,LyrikSelectRC160,287,No,No,No,NOX CYCLES,6163,2021,unisex,Pedelec
MountainBike/ATB,29,"S,M,L,XL",55,broseDriveSMag,midengine,250,20,Lithium-IonenAkku,625,16,36,underpipe,derailleur,12,SRAMGXEagle12x,"['Hydraulische', 'Scheibenbremsen']",MaguraMT5HC,Yes/Yes,RockShox,LyrikSelectRC160,287,No,No,No,NOX CYCLES,6163,2021,unisex,Pedelec
MountainBike/ATB,29,"S,M,L,XL",55,broseDriveSMag,midengine,250,20,Lithium-IonenAkku,625,16,36,underpipe,derailleur,12,SRAMX0Eagle12x,"['Hydraulische', 'Scheibenbremsen']",MaguraMT7HC,Yes/Yes,FOX,FOX36FactoryE-OptimizedGrip2,287,No,No,No,NOX CYCLES,7703,2021,unisex,Pedelec
MountainBike/ATB,29,,55,broseDriveSMag,midengine,250,20,Lithium-IonenAkku,625,16,36,underpipe,derailleur,12,SRAMGXEagle12x,"['Hydraulische', 'Scheibenbremsen']",MaguraMT7HC,Yes/Yes,RockShox,LyrikSelectRC160,287,No,No,No,NOX CYCLES,6163,2021,unisex,Pedelec
MountainBike/ATB,29,"S,M,L,XL",55,broseDriveSMag,midengine,250,20,Lithium-IonenAkku,625,16,36,underpipe,derailleur,12,SRAMX0Eagle12x,"['Hydraulische', 'Scheibenbremsen']",MaguraMT7HC,Yes/Yes,FOX,FOX36FactoryE-OptimizedGrip2,287,No,No,No,NOX CYCLES,7703,2021,unisex,Pedelec
MountainBike/ATB,29,"S,M,L",55,broseDriveSMag,midengine,250,20,Lithium-IonenAkku,625,16,36,underpipe,derailleur,12,SRAMGXEagle12x,"['Hydraulische', 'Scheibenbremsen']",MaguraMT5HC,Yes/Yes,RockShox,LyrikSelectRC160,287,No,No,No,NOX CYCLES,6163,2021,unisex,Pedelec
MountainBike/ATB,29,"S,M,L,XL",55,broseDriveSMag,midengine,250,20,Lithium-IonenAkku,625,16,36,underpipe,derailleur,12,SRAMX0Eagle12x,"['Hydraulische', 'Scheibenbremsen']",MaguraMT7HC,Yes/Yes,FOX,FOX36FactoryE-OptimizedGrip2,287,No,No,No,NOX CYCLES,7703,2021,unisex,Pedelec
MountainBike/ATB,29,"S,M,L,XL",55,broseDriveSMag,midengine,250,20,Lithium-IonenAkku,625,16,36,underpipe,derailleur,12,SRAMNXEagle12x,"['Hydraulische', 'Scheibenbremsen']",MaguraMT5HC,Yes/Yes,RockShox,YariRC180,287,No,No,No,NOX CYCLES,5722,2021,unisex,Pedelec
MountainBike/ATB,29,"S,M,L,XL",55,broseDriveSMag,midengine,250,20,Lithium-IonenAkku,625,16,36,underpipe,derailleur,12,SRAMNXEagle12x,"['Hydraulische', 'Scheibenbremsen']",MaguraMT5HC,Yes/Yes,RockShox,YariRC180,287,No,No,No,NOX CYCLES,5722,2021,unisex,Pedelec
MountainBike/ATB,29,"S,M,L,XL",55,broseDriveSMag,midengine,250,20,Lithium-IonenAkku,625,16,36,underpipe,derailleur,12,SRAMNXEagle12x,"['Hydraulische', 'Scheibenbremsen']",MaguraMT5HC,Yes/Yes,RockShox,35GoldRL160,287,No,No,No,NOX CYCLES,5392,2021,unisex,Pedelec
MountainBike/ATB,29,"S,M,L,XL",55,broseDriveSMag,midengine,250,20,Lithium-IonenAkku,625,16,36,underpipe,derailleur,12,SRAMNXEagle12x,"['Hydraulische', 'Scheibenbremsen']",MaguraMT5HC,Yes/Yes,RockShox,35GoldRL160,287,No,No,No,NOX CYCLES,5392,2021,unisex,Pedelec
MountainBike/ATB,28,"S,M,L,XL",55,broseDriveSMag,midengine,250,20,Lithium-IonenAkku,625,16,36,underpipe,derailleur,12,SRAMGXEagle12x,"['Hydraulische', 'Scheibenbremsen']",MaguraMT5HC,Yes/No,RockShox,35GoldRL,287,No,No,No,NOX CYCLES,5062,2021,unisex,Pedelec
MountainBike/ATB,29,"S,M,L,XL",55,broseDriveSMag,midengine,250,20,Lithium-IonenAkku,625,16,36,underpipe,derailleur,12,SRAMX0Eagle12x,"['Hydraulische', 'Scheibenbremsen']",MaguraMT5HC,Yes/No,FOX,PerformanceE-Bike34,287,No,No,No,NOX CYCLES,5502,2021,unisex,Pedelec
MountainBike/ATB,28,"S,M,L,XL",55,broseDriveSMag,midengine,250,20,Lithium-IonenAkku,625,16,36,underpipe,derailleur,12,SRAMGXEagle12x,"['Hydraulische', 'Scheibenbremsen']",MaguraMT5HC,Yes/No,RockShox,35GoldRL,287,No,No,No,NOX CYCLES,5062,2021,unisex,Pedelec
MountainBike/ATB,29,"S,M,L,XL",55,broseDriveSMag,midengine,250,20,Lithium-IonenAkku,625,16,36,underpipe,derailleur,12,SRAMX0Eagle12x,"['Hydraulische', 'Scheibenbremsen']",MaguraMT5HC,Yes/No,FOX,PerformanceE-Bike34,287,No,No,No,NOX CYCLES,5502,2021,unisex,Pedelec
MountainBike/ATB,29,"S,M,L,XL",55,broseDriveSMag,midengine,250,20,Lithium-IonenAkku,625,16,36,underpipe,derailleur,12,SRAMGXEagle12x,"['Hydraulische', 'Scheibenbremsen']",MaguraMT4,Yes/No,RockShox,35GoldRL,287,No,No,No,NOX CYCLES,4512,2021,unisex,Pedelec
MountainBike/ATB,28,"S,M,L,XL",55,broseDriveSMag,midengine,250,20,Lithium-IonenAkku,625,16,36,underpipe,derailleur,12,SRAMNXEagle12x,"['Hydraulische', 'Scheibenbremsen']",MaguraMT2,Yes/No,RockShox,35SilverTK,287,No,No,No,NOX CYCLES,4732,2021,unisex,Pedelec
